vocab,reading,english,my_meaning,example_jp,example_en,example,lesson,section,page,textbook
ホール,,hall,,ホールをお掃除します。,I clean the hall.,,9,1,14,できる日本語 初中級 本冊
毎月,まいつき,every month,,毎月お金を送ります。,I send money every month.,,9,1,14,できる日本語 初中級 本冊
髪の毛,かみのけ,hair,,髪の毛が長いです。,My hair is long.,,9,1,14,できる日本語 初中級 本冊
スニーカー,,sneakers,,スニーカーで走ります。,I run in sneakers.,,9,1,14,できる日本語 初中級 本冊
隅,すみ,corner,,部屋の隅に机があります。,There is a desk in the corner of the room.,,9,1,14,できる日本語 初中級 本冊
調理場,ちょうりば,"cooking place, kitchen (of a restaurant)",,調理場に入らないでください。,Please do not enter the kitchen.,,9,1,14,できる日本語 初中級 本冊
伝票,でんぴょう,order slip,,伝票を持ってきます。,I will bring the order slip.,,9,1,14,できる日本語 初中級 本冊
道具,どうぐ,tool,,料理に使う道具を買います。,I buy tools used for cooking.,,9,1,14,できる日本語 初中級 本冊
床,ゆか,floor,,床を掃除します。,I clean the floor.,,9,1,14,できる日本語 初中級 本冊
予定,よてい,"schedule, plan",,明日の予定はありますか。,Do you have plans tomorrow?,,9,1,14,できる日本語 初中級 本冊
温度,おんど,temperature,,部屋の温度を上げます。,I raise the room temperature.,,9,1,14,できる日本語 初中級 本冊
代わり,かわり,in place of,,私の代わりに行ってください。,Please go in my place.,,9,1,14,できる日本語 初中級 本冊
洗剤,せんざい,"detergent, cleanser",,洗剤で洗濯します。,I wash clothes with detergent.,,9,1,14,できる日本語 初中級 本冊
都合,つごう,schedule,,都合がいいですか。,Is it convenient for you?,,9,1,14,できる日本語 初中級 本冊
マニュアル,,manual,,マニュアルを読んでください。,Please read the manual.,,9,1,14,できる日本語 初中級 本冊
オーブン,,oven,,オーブンでケーキを焼きます。,I bake a cake in the oven.,,9,1,14,できる日本語 初中級 本冊
汚れ,よごれ,dirtiness,,汚れを落とします。,I remove the dirtiness.,,9,1,14,できる日本語 初中級 本冊
ルール,,rule,,ルールを守ってください。,Please follow the rules.,,9,1,14,できる日本語 初中級 本冊
～様,さま,"sir, madam (more respectful than san)",,お客様にお茶を出します。,I serve tea to the customer.,,9,1,14,できる日本語 初中級 本冊
押す,おす,punch,to stamp,タイムカードを押す。,Punch a time card.,,9,1,14,できる日本語 初中級 本冊
断る,ことわる,"turn down, deny",,友達の誘いを断りました。,I turned down my friend's invitation.,,9,1,14,できる日本語 初中級 本冊
出す,だす,"take out, come out",to put out,ごみを出す。,Take out the garbage.,,9,1,14,できる日本語 初中級 本冊
渡す,わたす,hand over,,メニューをお客さんに渡します。,I hand the menu to the customer.,,9,1,14,できる日本語 初中級 本冊
着替える,きがえる,change clothes,,仕事着に着替えます。,I change into my work clothes.,,9,1,14,できる日本語 初中級 本冊
つける,,attach, put on,to put on (accessories),アクセサリーをつける。,Put on jewelry.,,9,1,14,できる日本語 初中級 本冊
おしゃべり・する,,talk, chat,to chat,お客様とおしゃべりする。,Chat with the customer.,,9,1,14,できる日本語 初中級 本冊
チェック・する,,check,,注文をチェックします。,I check the order.,,9,1,14,できる日本語 初中級 本冊
乾く,かわく,dry,,洗濯物が乾きました。,The laundry dried.,,9,1,14,できる日本語 初中級 本冊
しまう,,put away,,道具を箱にしまいます。,I put the tools away in a box.,,9,1,14,できる日本語 初中級 本冊
滑る,すべる,slide,,氷の上で滑りました。,I slid on the ice.,,9,1,14,できる日本語 初中級 本冊
運ぶ,はこぶ,carry,,重い荷物を運びます。,I carry heavy luggage.,,9,1,14,できる日本語 初中級 本冊
拭く,ふく,wipe,,テーブルを拭きます。,I wipe the table.,,9,1,14,できる日本語 初中級 本冊
干す,ほす,hang out to dry,,布団を外に干します。,I hang the futon out to dry outside.,,9,1,14,できる日本語 初中級 本冊
片付ける,かたづける,clean up,,部屋を片付けます。,I clean up the room.,,9,1,14,できる日本語 初中級 本冊
燃える,もえる,burn,,燃えるごみと燃えないごみを分けます。,I separate burnable and unburnable garbage.,,9,1,14,できる日本語 初中級 本冊
あいさつ・する,,greet,,朝、先生にあいさつします。,I greet the teacher in the morning.,,9,1,14,できる日本語 初中級 本冊
空く,あく,"become empty, vacant",to become vacant,席が空きました。,A seat became vacant.,,9,1,14,できる日本語 初中級 本冊
上がる,あがる,rise,to go up, to rise,温度が上がります。,The temperature rises.,,9,1,14,できる日本語 初中級 本冊
代わる,かわる,replace,to substitute, take over,アルバイトを代わる。,Replace someone's shift.,,9,1,14,できる日本語 初中級 本冊
呼ぶ,よぶ,call,,お客さんを呼びます。,I call the customer.,,9,1,14,できる日本語 初中級 本冊
上げる,あげる,raise,to raise,温度を上げます。,I raise the temperature.,,9,1,14,できる日本語 初中級 本冊
下げる,さげる,lower,to lower,温度を下げます。,I lower the temperature.,,9,1,14,できる日本語 初中級 本冊
足りる,たりる,be enough,to be enough,お金が足りません。,There is not enough money.,,9,1,14,できる日本語 初中級 本冊
邪魔（な）,じゃま,"distraction, hindrance",in the way, a nuisance,荷物が邪魔です。,The luggage is in the way.,,9,1,14,できる日本語 初中級 本冊
丁寧（な）,ていねい,polite,polite, careful,丁寧に説明します。,I explain carefully/politely.,,9,1,14,できる日本語 初中級 本冊
しっかり,,properly, adequately,firmly, properly,しっかり閉めてください。,Please close it firmly.,,9,1,14,できる日本語 初中級 本冊
絶対に,ぜったいに,absolutely,,絶対に遅刻しません。,I will absolutely not be late.,,9,1,14,できる日本語 初中級 本冊
はっきり,,clearly,,はっきり言ってください。,Please say it clearly.,,9,1,14,できる日本語 初中級 本冊
大きな,おおきな,large,,大きな声で話します。,I talk in a loud voice.,,9,1,14,できる日本語 初中級 本冊
お手洗い,おてあらい,"washroom, toilet",,お手洗いはどこですか。,Where is the washroom?,,9,2,14,できる日本語 初中級 本冊
ガソリン,,gasoline,,ガソリンを入れます。,I put in gasoline.,,9,2,14,できる日本語 初中級 本冊
ひも,,string,,ひもで結びます。,I tie it with a string.,,9,2,14,できる日本語 初中級 本冊
袋,ふくろ,"bag, pouch",,袋を開けます。,I open the bag.,,9,2,15,できる日本語 初中級 本冊
モップ,,mop,,モップで床を掃除します。,I clean the floor with a mop.,,9,2,15,できる日本語 初中級 本冊
引き出し,ひきだし,drawer,,引き出しにペンを入れます。,I put a pen in the drawer.,,9,2,15,できる日本語 初中級 本冊
バター,,butter,,パンにバターを塗ります。,I spread butter on the bread.,,9,2,15,できる日本語 初中級 本冊
鍋,なべ,pan,,鍋でスープを作ります。,I make soup in a pan.,,9,2,15,できる日本語 初中級 本冊
瓶,びん,"bottle, jar",,瓶に花を入れます。,I put flowers in a bottle.,,9,2,15,できる日本語 初中級 本冊
ガス,,gas,,ガスを使って料理します。,I cook using gas.,,9,2,15,できる日本語 初中級 本冊
～袋,ぶくろ,~ bag,,ごみ袋を買ってください。,Please buy a garbage bag.,,9,2,15,できる日本語 初中級 本冊
かける,,put on,to sit down,いすにかける。,Sit on a chair.,,9,2,15,できる日本語 初中級 本冊
決まる,きまる,decide,,予定が決まりました。,The schedule was decided.,,9,2,15,できる日本語 初中級 本冊
確かめる,たしかめる,"make sure, confirm",,時間を確かめてください。,Please confirm the time.,,9,2,15,できる日本語 初中級 本冊
注意・する,ちゅうい・する,pay attention,to warn, to be careful,ご注意ください。,Pay attention.,,9,2,15,できる日本語 初中級 本冊
なくなる,,become empty,to run out,ガソリンがなくなった。,I ran out of gasoline.,,9,2,15,できる日本語 初中級 本冊
切れる,きれる,run out of,to run out (of supplies/time),ティッシュが切れました。,The tissues ran out.,,9,2,15,できる日本語 初中級 本冊
焦げる,こげる,get burned,,パンが焦げました。,The bread got burned.,,9,2,15,できる日本語 初中級 本冊
破れる,やぶれる,break,to tear,服が破れました。,My clothes tore.,,9,2,15,できる日本語 初中級 本冊
そのままにする,,leave as is, unchanged,to leave as it is,部屋をそのままにします。,I leave the room as it is.,,9,2,15,できる日本語 初中級 本冊
並べる,ならべる,line up,,椅子を並べます。,I line up the chairs.,,9,2,15,できる日本語 初中級 本冊
休憩・する,きゅうけい・する,take a break,,10分休憩します。,I will take a 10-minute break.,,9,2,15,できる日本語 初中級 本冊
届く,とどく,reach,to arrive, to reach,荷物が届きました。,The luggage arrived.,,9,2,15,できる日本語 初中級 本冊
少々,しょうしょう,a little bit,a little, a moment,少々お待ちください。,Please wait a moment.,,9,2,15,できる日本語 初中級 本冊
お先にどうぞ,おさきにどうぞ,Please go ahead,,お先にどうぞ。,Please go ahead.,,9,2,15,できる日本語 初中級 本冊
申し訳ないんですが,もうしわけないんですが,"I am sorry, but …",,申し訳ないんですが、お時間はいいですか。,I am sorry, but do you have time?,,9,2,15,できる日本語 初中級 本冊
気をつける,きをつける,be careful,,足元に気をつけてください。,Please be careful of your footing.,,9,もう一度聞こう,15,できる日本語 初中級 本冊
最初に,さいしょに,first of all,,最初に名前を書いてください。,First of all, please write your name.,,9,もう一度聞こう,15,できる日本語 初中級 本冊
先に,さきに,"before, in front, in first",,先に食べてください。,Please eat before me.,,9,もう一度聞こう,15,できる日本語 初中級 本冊
王様,おうさま,king,,王様の話を聞きました。,I heard a story about a king.,,10,話読聞書,16,できる日本語 初中級 本冊
お菓子,おかし,"snack, sweets",,お菓子が好きです。,I like sweets.,,10,話読聞書,16,できる日本語 初中級 本冊
丸い,まるい,round,,丸いお皿です。,It is a round plate.,,10,話読聞書,16,できる日本語 初中級 本冊
あめ,,candy, sweets,,あめを食べています。,I am eating candy.,,10,話読聞書,16,できる日本語 初中級 本冊
クルミ,,walnut,,クルミを入れたケーキです。,It is a cake with walnuts.,,10,話読聞書,16,できる日本語 初中級 本冊
ゴマ,,sesame,,ゴマをかけます。,I sprinkle sesame.,,10,話読聞書,16,できる日本語 初中級 本冊
誰でも,だれでも,anyone,,誰でもできます。,Anyone can do it.,,10,話読聞書,16,できる日本語 初中級 本冊
伸ばす,のばす,"stretch, extend",,手を伸ばします。,I stretch out my hand.,,10,話読聞書,16,できる日本語 初中級 本冊
巻く,まく,"wind up, wrap around",,テープを巻きます。,I wind up the tape.,,10,話読聞書,16,できる日本語 初中級 本冊
おばあさん,,an old lady,,道で知らないおばあさんに会いました。,I met an old lady I didn't know on the street.,,10,1,16,できる日本語 初中級 本冊
おじいさん,,an old man,,近所のおじいさんに挨拶しました。,I greeted an old man in the neighborhood.,,10,1,16,できる日本語 初中級 本冊
赤ちゃん,あかちゃん,baby,,赤ちゃんが泣いています。,The baby is crying.,,10,1,16,できる日本語 初中級 本冊
蚊,か,mosquito,,蚊に刺されました。,I was bitten by a mosquito.,,10,1,16,できる日本語 初中級 本冊
係,かかり,person in charge,,係の人に聞いてください。,Please ask the person in charge.,,10,1,16,できる日本語 初中級 本冊
口紅,くちべに,lipstick,,口紅を塗ります。,I put on lipstick.,,10,1,16,できる日本語 初中級 本冊
誰か,だれか,someone,,誰か来ましたか。,Did someone come?,,10,1,16,できる日本語 初中級 本冊
泥棒,どろぼう,"thief, burglar",,泥棒に入られました。,I was robbed by a burglar.,,10,1,16,できる日本語 初中級 本冊
～点,てん,point(s),,テストで100点を取りました。,I got 100 points on the test.,,10,1,16,できる日本語 初中級 本冊
シングル,,single,,シングルの部屋を予約します。,I book a single room.,,10,1,16,できる日本語 初中級 本冊
ツイン,,twin,,ツインの部屋をお願いします。,I would like a twin room.,,10,1,16,できる日本語 初中級 本冊
フロント,,front desk,,フロントに鍵を渡します。,I hand the key to the front desk.,,10,1,16,できる日本語 初中級 本冊
ところ,,"place, location",,駅員さんのところに行きます。,I go to the station employee's location.,,10,1,16,できる日本語 初中級 本冊
アイスクリーム,,ice cream,,アイスクリームを食べます。,I eat ice cream.,,10,1,16,できる日本語 初中級 本冊
サンプル,,sample,,サンプルをもらいました。,I received a sample.,,10,1,16,できる日本語 初中級 本冊
商品,しょうひん,"product, goods",,新しい商品を買いました。,I bought a new product.,,10,1,16,できる日本語 初中級 本冊
まんじゅう,,manju (bun with bean-jam filling),,まんじゅうをお土産に買います。,I buy manju as a souvenir.,,10,1,16,できる日本語 初中級 本冊
ライブ,,live (concert, broadcast),,ライブに行きました。,I went to a live concert.,,10,1,16,できる日本語 初中級 本冊
ロック,,rock,,ロックが好きです。,I like rock music.,,10,1,16,できる日本語 初中級 本冊
かむ,,chew,,よくかんで食べてください。,Please chew well and eat.,,10,1,16,できる日本語 初中級 本冊
壊す,こわす,"break, destroy",,おもちゃを壊しました。,I broke the toy.,,10,1,16,できる日本語 初中級 本冊
刺す,さす,"bite, sting, stick with",,蚊に刺されます。,I get bitten by a mosquito.,,10,1,16,できる日本語 初中級 本冊
誘う,さそう,"invite, take out",,友達を映画に誘います。,I invite my friend to a movie.,,10,1,16,できる日本語 初中級 本冊
叱る,しかる,scold,,子供を叱りました。,I scolded the child.,,10,1,16,できる日本語 初中級 本冊
頼む,たのむ,"ask, request",,友達に頼みます。,I ask my friend.,,10,1,16,できる日本語 初中級 本冊
違う,ちがう,"differ from, be different",to be different,考え方が違います。,The way of thinking is different.,,10,1,16,できる日本語 初中級 本冊
取る,とる,"take, get",to get (a score),テストで100点を取りたいです。,I want to get 100 points on the test.,,10,1,16,できる日本語 初中級 本冊
踏む,ふむ,step on,,足を踏まれました。,My foot was stepped on.,,10,1,16,できる日本語 初中級 本冊
褒める,ほめる,praise,,先生に褒められました。,I was praised by the teacher.,,10,1,16,できる日本語 初中級 本冊
招待・する,しょうたい・する,"invite, ask",,パーティーに招待します。,I invite you to a party.,,10,1,16,できる日本語 初中級 本冊
配る,くばる,distribute,,プリントを配ります。,I distribute the printouts.,,10,1,16,できる日本語 初中級 本冊
ぶつかる,,hit, run against,,壁にぶつかりました。,I hit the wall.,,10,1,16,できる日本語 初中級 本冊
撮影・する,さつえい・する,"take a picture, record video",,,写真を撮影します。,I will take a picture.,,10,1,16,できる日本語 初中級 本冊
発売・する,はつばい・する,sell,,新しいスマホが発売されます。,A new smartphone will be sold.,,10,1,16,できる日本語 初中級 本冊
注意・する,ちゅうい・する,"advise, admonish",to warn, to scold,駅で係の人に注意されました。,I was warned by the station staff.,,10,1,16,できる日本語 初中級 本冊
うまい,,taste good, delicious,delicious (casual),このラーメンはうまい！,This ramen is delicious!,,10,1,16,できる日本語 初中級 本冊
いっぱい,,full,,お腹がいっぱいです。,My stomach is full.,,10,1,16,できる日本語 初中級 本冊
あれ？,,What?,Huh? What?,あれ？、かぎがない。,Huh? I don't have the key.,,10,1,16,できる日本語 初中級 本冊
会場,かいじょう,"meeting place, conference hall",,会場が広いです。,The meeting place is large.,,10,2,16,できる日本語 初中級 本冊
あっち,,(over) there (informal),,あっちに行きましょう。,Let's go over there.,,10,2,16,できる日本語 初中級 本冊
お化け屋敷,おばけやしき,haunted house,,お化け屋敷が怖いです。,Haunted houses are scary.,,10,2,16,できる日本語 初中級 本冊
向こう,むこう,"over there, the opposite (other) side",,向こうから人が来ます。,A person is coming from over there.,,10,2,16,できる日本語 初中級 本冊
トラ,,tiger,,トラは強い動物です。,The tiger is a strong animal.,,10,2,16,できる日本語 初中級 本冊
ミルク,,milk,,コーヒーにミルクを入れます。,I put milk in my coffee.,,10,2,16,できる日本語 初中級 本冊
屋根,やね,roof,,屋根の上に猫がいます。,There is a cat on the roof.,,10,2,16,できる日本語 初中級 本冊
鉛筆,えんぴつ,pencil,,鉛筆で書きます。,I write with a pencil.,,10,2,16,できる日本語 初中級 本冊
月,つき,"moon, month",,今日は月がきれいです。,The moon is beautiful today.,,10,2,16,できる日本語 初中級 本冊
プロ,,pro, professional,,彼はプロの写真家です。,He is a pro photographer.,,10,2,16,できる日本語 初中級 本冊
モデル,,model,,モデルになりたいです。,I want to become a model.,,10,2,16,できる日本語 初中級 本冊
多く,おおく,many,,多くの人が集まりました。,Many people gathered.,,10,2,17,できる日本語 初中級 本冊
鏡,かがみ,mirror,,鏡を見ます。,I look in the mirror.,,10,2,17,できる日本語 初中級 本冊
カタカナ,,Japanese katakana script,,カタカナで名前を書いてください。,Please write your name in katakana.,,10,2,17,できる日本語 初中級 本冊
国際,こくさい,international,,国際会議があります。,There is an international conference.,,10,2,17,できる日本語 初中級 本冊
柔道,じゅうどう,judo,,柔道を習っています。,I am learning judo.,,10,2,17,できる日本語 初中級 本冊
世界,せかい,world,,世界の色々な国に行きたいです。,I want to go to various countries in the world.,,10,2,17,できる日本語 初中級 本冊
麦,むぎ,"wheat, barley, flour",,麦からパンを作ります。,Bread is made from wheat.,,10,2,17,できる日本語 初中級 本冊
工場,こうじょう,factory,,工場で働きます。,I work at a factory.,,10,2,17,できる日本語 初中級 本冊
博物館,はくぶつかん,museum,,博物館で歴史を学びます。,I learn history at the museum.,,10,2,17,できる日本語 初中級 本冊
ヨーロッパ,,Europe,,ヨーロッパへ旅行します。,I will travel to Europe.,,10,2,17,できる日本語 初中級 本冊
おやき,,oyaki (Japanese dumpling popular in Nagano prefecture),,おやきを買いました。,I bought oyaki.,,10,2,17,できる日本語 初中級 本冊
～中,じゅう,"all over ~, throughout ~",,世界中に友達がいます。,I have friends all over the world.,,10,2,17,できる日本語 初中級 本冊
～時代,じだい,~ period,,江戸時代は長かったです。,The Edo period was long.,,10,2,17,できる日本語 初中級 本冊
向かう,むかう,"leave for, face (a certain direction)",to head towards,駅に向かいます。,I head towards the station.,,10,2,17,できる日本語 初中級 本冊
逃げる,にげる,"run away, escape",to run away, to escape,泥棒が逃げました。,The burglar ran away.,,10,2,17,できる日本語 初中級 本冊
生きる,いきる,"live, to be alive",to live,自然の中で生きる。,Live in nature.,,10,2,17,できる日本語 初中級 本冊
生まれる,うまれる,be born,,日本で生まれました。,I was born in Japan.,,10,2,17,できる日本語 初中級 本冊
行う,おこなう,perform,,実験を行います。,I perform an experiment.,,10,2,17,できる日本語 初中級 本冊
造る,つくる,"create, build",to build, construct,お城を造りました。,They built a castle.,,10,2,17,できる日本語 初中級 本冊
開く,ひらく,"open, hold",to be held (an event),来月、コンサートが開かれる。,A concert will be held next month.,,10,2,17,できる日本語 初中級 本冊
建てる,たてる,build,,新しい家を建てます。,I build a new house.,,10,2,17,できる日本語 初中級 本冊
発見・する,はっけん・する,"find, discover",,新しい星を発見しました。,I discovered a new star.,,10,2,17,できる日本語 初中級 本冊
発明・する,はつめい・する,invent,,エジソンが電球を発明しました。,Edison invented the light bulb.,,10,2,17,できる日本語 初中級 本冊
これから,,from now on, after this,,これから頑張ります。,I will do my best from now on.,,10,2,17,できる日本語 初中級 本冊
～によって,,due to ~,,台風によって電車が止まりました。,The train stopped due to the typhoon.,,10,2,17,できる日本語 初中級 本冊
乗り場,のりば,"platform, gate, loading zone",,バスの乗り場はどこですか。,Where is the bus platform?,,10,もう一度聞こう,17,できる日本語 初中級 本冊
ロープウエー,,ropeway,,ロープウエーに乗りました。,I rode the ropeway.,,10,もう一度聞こう,17,できる日本語 初中級 本冊
遠く,とおく,far away,,遠くに山が見えます。,I can see mountains far away.,,10,もう一度聞こう,17,できる日本語 初中級 本冊
お待たせ,おまたせ,Sorry to keep you waiting,,お待たせしました。,Sorry to keep you waiting.,,10,もう一度聞こう,17,できる日本語 初中級 本冊
ちょうど,,exactly, precisely,,ちょうど12時に来ました。,I came exactly at 12 o'clock.,,10,もう一度聞こう,17,できる日本語 初中級 本冊
八百屋,やおや,"vegetable vendor, green grocery",,八百屋で野菜を買います。,I buy vegetables at the green grocery.,,11,話読聞書,18,できる日本語 初中級 本冊
おじさん,,"uncle, mister (polite term used to refer to middle-aged men)",middle-aged man, uncle,おじさんに道を聞きました。,I asked a middle-aged man for directions.,,11,話読聞書,18,できる日本語 初中級 本冊
苦労,くろう,"trouble, burden",hardship, trouble,両親の苦労を知りました。,I learned about my parents' hardships.,,11,話読聞書,18,できる日本語 初中級 本冊
親しい,したしい,"familiar, intimate",close (relationship),親しい友達に会いました。,I met a close friend.,,11,話読聞書,18,できる日本語 初中級 本冊
何度も,なんども,"over and over again, many times",,何度も説明しました。,I explained over and over again.,,11,話読聞書,18,できる日本語 初中級 本冊
話しかける,はなしかける,"talk to, speak to",,道で知らない人に話しかけられました。,A stranger talked to me on the street.,,11,話読聞書,18,できる日本語 初中級 本冊
彼,かれ,boyfriend,,国の彼に会いたいです。,I miss my boyfriend back home.,,11,1,18,できる日本語 初中級 本冊
彼女,かのじょ,girlfriend,,国の彼女に会いたいです。,I miss my girlfriend back home.,,11,1,18,できる日本語 初中級 本冊
こと,,"matters about ~, things about ~",,将来のことを考える。,Think about things about the future.,,11,1,18,できる日本語 初中級 本冊
興味,きょうみ,interest,,日本の文化に興味があります。,I have an interest in Japanese culture.,,11,1,18,できる日本語 初中級 本冊
ボランティア,,volunteer,,ボランティア活動をします。,I do volunteer activities.,,11,1,18,できる日本語 初中級 本冊
物価,ぶっか,prices of commodities,,日本の物価は高いです。,Prices in Japan are high.,,11,1,18,できる日本語 初中級 本冊
敬語,けいご,respectful language,,敬語の使い方が難しいです。,How to use respectful language is difficult.,,11,1,18,できる日本語 初中級 本冊
文化,ぶんか,culture,,異なる文化に触れます。,I experience a different culture.,,11,1,18,できる日本語 初中級 本冊
違い,ちがい,difference,,文化の違いを学びます。,I learn about cultural differences.,,11,1,18,できる日本語 初中級 本冊
無理,むり,"overdo, take something too far",to push oneself too hard,無理をして、病気になりました。,I overdid it and got sick.,,11,1,18,できる日本語 初中級 本冊
～代,だい,"~ charges, ~ fees",,食事代を払いました。,I paid the dining charges.,,11,1,18,できる日本語 初中級 本冊
持つ,もつ,"have, hold",,日本の文化に興味を持っています。,I have an interest in Japanese culture.,,11,1,18,できる日本語 初中級 本冊
節約・する,せつやく・する,"economize, be thrifty",,電気代を節約します。,I economize on electricity bills.,,11,1,18,できる日本語 初中級 本冊
外食・する,がいしょく・する,"dine out, eat out",,週末は外食します。,I dine out on weekends.,,11,1,18,できる日本語 初中級 本冊
ダイエット・する,,diet,,ダイエットをしています。,I am on a diet.,,11,1,18,できる日本語 初中級 本冊
太る,ふとる,"gain weight, get fat",,最近太りました。,I gained weight recently.,,11,1,18,できる日本語 初中級 本冊
折れる,おれる,break,to break (off),鉛筆が折れました。,The pencil broke.,,11,1,18,できる日本語 初中級 本冊
故障・する,こしょう・する,"get out of order, break down",to break down,エレベーターが故障しました。,The elevator broke down.,,11,1,18,できる日本語 初中級 本冊
学ぶ,まなぶ,"learn, study",,学校で多くのことを学びます。,I learn many things at school.,,11,1,18,できる日本語 初中級 本冊
育てる,そだてる,"raise (a child), bring up",to raise (a child/pet),犬を育てています。,I am raising a dog.,,11,1,18,できる日本語 初中級 本冊
研究・する,けんきゅう・する,research,,日本語の文法を研究します。,I research Japanese grammar.,,11,1,18,できる日本語 初中級 本冊
あんまり,,not much, not very,not very, あんまり,あんまり暑くないです。,It is not very hot.,,11,1,18,できる日本語 初中級 本冊
だいたい,,most of the time,mostly, generally,だいたい毎日勉強します。,I study mostly every day.,,11,1,18,できる日本語 初中級 本冊
駅前,えきまえ,in front of the train station,,駅前で待ち合わせましょう。,Let's meet up in front of the station.,,11,2,18,できる日本語 初中級 本冊
具合,ぐあい,"condition, health",,体の具合が悪いです。,I am in bad condition (health).,,11,2,18,できる日本語 初中級 本冊
区役所,くやくしょ,ward office,,区役所に行かなければなりません。,I have to go to the ward office.,,11,2,18,できる日本語 初中級 本冊
今夜,こんや,tonight,,今夜は家にいます。,I am at home tonight.,,11,2,18,できる日本語 初中級 本冊
出張・する,しゅっちょう・する,go on a business trip,,明日出張します。,I will go on a business trip tomorrow.,,11,2,18,できる日本語 初中級 本冊
打つ,うつ,hit,to hit (a ball),ボールを打ちます。,I hit the ball.,,11,2,18,できる日本語 初中級 本冊
回る,まわる,go around,to go around,世界中を回りたいです。,I want to go around the world.,,11,2,18,できる日本語 初中級 本冊
投げる,なげる,throw,to throw,ボールを投げます。,I throw the ball.,,11,2,18,できる日本語 初中級 本冊
あきらめる,,give up,,夢をあきらめないでください。,Please don't give up on your dream.,,11,2,18,できる日本語 初中級 本冊
機会,きかい,"chance, opportunity",,日本語を話す機会が少ないです。,There are few chances to speak Japanese.,,11,もう一度聞こう,18,できる日本語 初中級 本冊
地域,ちいき,"area, region",,この地域は安全です。,This area is safe.,,11,もう一度聞こう,18,できる日本語 初中級 本冊
チーム,,team,,強いチームです。,It is a strong team.,,11,もう一度聞こう,18,できる日本語 初中級 本冊
～君,くん,suffix for boy's names that indicates respect and familiarity,,田中君はいますか。,Is Tanaka-kun here?,,11,もう一度聞こう,18,できる日本語 初中級 本冊
シュート・する,,shoot,,ゴールに向かってシュートします。,I shoot towards the goal.,,11,もう一度聞こう,18,できる日本語 初中級 本冊
お帰りなさい,おかえりなさい,Welcome home.,,お帰りなさい。,Welcome home.,,11,もう一度聞こう,18,できる日本語 初中級 本冊
よし,,"good, come on",,よし、やろう！,Alright, let's do it!,,11,もう一度聞こう,18,できる日本語 初中級 本冊
インスタント,,instant,,インスタントラーメンを食べます。,I eat instant ramen.,,12,話読聞書,19,できる日本語 初中級 本冊
食品,しょくひん,food,,インスタント食品を買わないようにしています。,I try not to buy instant food.,,12,話読聞書,19,できる日本語 初中級 本冊
冷凍・する,れいとう・する,freeze,,肉を冷凍しました。,I froze the meat.,,12,話読聞書,19,できる日本語 初中級 本冊
残す,のこす,"leave, save",to leave behind,料理を残さずに食べてください。,Please eat the food without leaving any behind.,,12,話読聞書,19,できる日本語 初中級 本冊
残る,のこる,be left remaining,,まだ料理が残っています。,There is still food left over.,,12,話読聞書,19,できる日本語 初中級 本冊
おにぎり,,rice ball,,おにぎりを作りました。,I made rice balls.,,12,1,19,できる日本語 初中級 本冊
元気,げんき,"healthy, lively, spirited",,元気な子供です。,It is a lively child.,,12,1,19,できる日本語 初中級 本冊
元気がない,げんきがない,"feel down, low-spirited",to feel down, to look tired,最近元気がないですね。,You look tired recently.,,12,1,19,できる日本語 初中級 本冊
胃,い,stomach,,胃が痛いです。,I have a stomachache.,,12,1,19,できる日本語 初中級 本冊
痛み,いたみ,pain,,痛みが治まりました。,The pain went away.,,12,1,19,できる日本語 初中級 本冊
疲れ,つかれ,"fatigue, tiredness",,,お風呂で疲れを取りました。,I relieved my fatigue in the bath.,,12,1,19,できる日本語 初中級 本冊
湿布,しっぷ,cold (hot) compress,,湿布を貼ります。,I put on a compress.,,12,1,19,できる日本語 初中級 本冊
うがい,,gargling,,毎日うがいをします。,I gargle every day.,,12,1,19,できる日本語 初中級 本冊
ジム,,gym, gymnasium,,ジムで運動します。,I exercise at the gym.,,12,1,19,できる日本語 初中級 本冊
氷,こおり,ice,,氷を入れてください。,Please put in ice.,,12,1,19,できる日本語 初中級 本冊
ドレッシング,,dressing,,サラダにドレッシングをかけます。,I put dressing on the salad.,,12,1,19,できる日本語 初中級 本冊
～金,きん,"~ fee, ~ charge",,ジムの入会金は高いです。,The gym's admission fee is expensive.,,12,1,19,できる日本語 初中級 本冊
酔う,よう,"get drunk, feel sick (at the stomach)",,お酒に酔いました。,I got drunk on alcohol.,,12,1,19,できる日本語 初中級 本冊
取れる,とれる,"relieve, break free from",to come off, to be relieved,痛みが取れました。,The pain is gone.,,12,1,19,できる日本語 初中級 本冊
入会・する,にゅうかい・する,"join, become a member of a group",,ジムに入会しました。,I joined the gym.,,12,1,19,できる日本語 初中級 本冊
さす,,hold over one's head,to hold (an umbrella),傘をさす。,Open an umbrella.,,12,1,19,できる日本語 初中級 本冊
ガンガン,,pounding, throbbing,,頭がガンガンする。,I have a pounding headache.,,12,1,19,できる日本語 初中級 本冊
パンパン,,tight and throbbing,,歩きすぎて、足がパンパンだ。,I walked too much and my legs are throbbing.,,12,1,19,できる日本語 初中級 本冊
フラフラ,,dizzy and unsteady,,熱があるので、フラフラする。,I have a fever, so I am dizzy.,,12,1,19,できる日本語 初中級 本冊
