"vocab","reading","english","my_meaning","example_jp","example_en","example","lesson","section","page","textbook"
"車掌","しゃしょう","conductor","train conductor","車掌（しゃしょう）が切符（きっぷ）を確認（かくにん）した。","The conductor checked the tickets.","","10","知って楽しむ","19","できる日本語 中級 本冊"
"土地","とち","countryside","land, region, area","この土地（とち）には昔話（むかしばなし）が伝（つた）わっている。","There's a folk tale passed down in this land.","","10","知って楽しむ","19","できる日本語 中級 本冊"
"ハーモニカ","","harmonica","harmonica","ハーモニカで曲（きょく）を演奏（えんそう）した。","I played a tune on the harmonica.","","10","知って楽しむ","19","できる日本語 中級 本冊"
"乗客","じょうきゃく","passenger","passenger","電車（でんしゃ）の乗客（じょうきゃく）が少（すく）ない。","There are few passengers on the train.","","10","知って楽しむ","19","できる日本語 中級 本冊"
"ハプニング","","something unexpected","an unexpected happening","旅行中（りょこうちゅう）にちょっとしたハプニングがあった。","There was a small unexpected incident during the trip.","","10","知って楽しむ","19","できる日本語 中級 本冊"
"思いがけない","おもいがけない","unforeseen","unexpected","思（おも）いがけない出来事（できごと）が起（お）きた。","An unexpected incident occurred.","","10","知って楽しむ","19","できる日本語 中級 本冊"
"出来事","できごと","incident","incident, event","昨日（きのう）不思議（ふしぎ）な出来事（できごと）があった。","A strange incident happened yesterday.","","10","知って楽しむ","19","できる日本語 中級 本冊"
"向かい合う","むかいあう","to sit across from","to face each other, sit facing","電車（でんしゃ）の中（なか）で向（む）かい合（あ）って座（すわ）った。","We sat facing each other on the train.","","10","知って楽しむ","19","できる日本語 中級 本冊"
"フリー切符","フリーきっぷ","unlimited ride ticket","unlimited-ride ticket, day pass","フリー切符（きっぷ）を買（か）っていろいろな駅（えき）で降（お）りた。","I bought a day pass and got off at various stations.","","10","知って楽しむ","19","できる日本語 中級 本冊"
"乗り降り・する","のりおり・する","to hop on and hop off","to get on and off","このパスで自由（じゆう）に乗（の）り降（お）りできる。","With this pass, you can get on and off freely.","","10","知って楽しむ","19","できる日本語 中級 本冊"
"配布・する","はいふ・する","to distribute","to distribute, hand out","駅（えき）で観光（かんこう）マップを配布（はいふ）していた。","They were handing out sightseeing maps at the station.","","10","知って楽しむ","19","できる日本語 中級 本冊"
"観光マップ","かんこうマップ","sightseeing map","sightseeing map","観光（かんこう）マップを見（み）ながら歩（ある）いた。","I walked while looking at the sightseeing map.","","10","知って楽しむ","19","できる日本語 中級 本冊"
"書き込む","かきこむ","to write down","to write in, fill in","地図（ちず）にメモを書（か）き込（こ）んだ。","I wrote notes on the map.","","10","知って楽しむ","19","できる日本語 中級 本冊"
"ときには","","from time to time","from time to time, sometimes","ときには一人（ひとり）の時間（じかん）も大切（たいせつ）だ。","Time alone is important sometimes too.","","10","知って楽しむ","19","できる日本語 中級 本冊"
"薦める","すすめる","to recommend","to recommend","友達（ともだち）にこの店（みせ）を薦（すす）められた。","A friend recommended this shop to me.","","10","知って楽しむ","19","できる日本語 中級 本冊"
"世界自然遺産","せかいしぜんいさん","World Natural Heritage Site","UNESCO World Natural Heritage Site","屋久島（やくしま）は世界自然遺産（せかいしぜんいさん）に登録（とうろく）されている。","Yakushima is registered as a World Natural Heritage Site.","","10","1","19","できる日本語 中級 本冊"
"～発","はつ","departing","departing from ~ (suffix)","羽田発","departing Haneda","","10","1","19","できる日本語 中級 本冊"
"地元","じもと","local","local (area), one's hometown","地元（じもと）の食材（しょくざい）を使（つか）った料理（りょうり）だ。","This dish uses local ingredients.","","10","1","19","できる日本語 中級 本冊"
"豊かさ","ゆたかさ","richness","richness, abundance","自然（しぜん）の豊（ゆた）かさを感（かん）じた。","I felt the richness of nature.","","10","1","19","できる日本語 中級 本冊"
"見どころ","みどころ","highlight","highlight, must-see spot","このお寺（てら）の見（み）どころは庭園（ていえん）だ。","This temple's highlight is its garden.","","10","1","19","できる日本語 中級 本冊"
"杉","すぎ","Japanese cedar","Japanese cedar","屋久島（やくしま）には大（おお）きな杉（すぎ）の木（き）がある。","There are large cedar trees on Yakushima.","","10","1","19","できる日本語 中級 本冊"
"トレッキング・する","","to go trekking","to go trekking","山（やま）でトレッキングを楽（たの）しんだ。","I enjoyed trekking in the mountains.","","10","1","19","できる日本語 中級 本冊"
"所要時間","しょようじかん","time required","time required","駅（えき）までの所要時間（しょようじかん）は30分（ぷん）だ。","The time required to reach the station is 30 minutes.","","10","1","19","できる日本語 中級 本冊"
"歩行距離","ほこうきょり","walking distance","walking distance","頂上（ちょうじょう）までの歩行距離（ほこうきょり）は5キロだ。","The walking distance to the summit is 5 kilometers.","","10","1","19","できる日本語 中級 本冊"
"往復・する","おうふく・する","to make a round trip","to make a round trip","駅（えき）まで往復（おうふく）2時間（じかん）かかる。","It takes two hours round trip to the station.","","10","1","19","できる日本語 中級 本冊"
"樹齢","じゅれい","age of a tree","the age of a tree","樹齢（じゅれい）1000年（ねん）の木（き）だ。","It's a tree that's 1,000 years old.","","10","1","19","できる日本語 中級 本冊"
"神秘的（な）","しんぴてき","mysterious","mysterious, mystical","神秘的（しんぴてき）な雰囲気（ふんいき）の森（もり）だった。","It was a forest with a mystical atmosphere.","","10","1","19","できる日本語 中級 本冊"
"姿","すがた","appearance","appearance, figure","山（やま）の姿（すがた）が美（うつく）しい。","The shape of the mountain is beautiful.","","10","1","19","できる日本語 中級 本冊"
"言い表す","いいあらわす","to describe","to describe, express in words","この美（うつく）しさは言葉（ことば）で言（い）い表（あらわ）せない。","This beauty can't be described in words.","","10","1","19","できる日本語 中級 本冊"
"モデル","","model","model, inspiration (for something)","この森（もり）はアニメのモデルになった。","This forest became the model for an anime.","","10","1","19","できる日本語 中級 本冊"
"森","もり","forest","forest","静（しず）かな森（もり）を歩（ある）いた。","I walked through a quiet forest.","","10","1","19","できる日本語 中級 本冊"
"日常","にちじょう","everyday","everyday life, the ordinary","自然（しぜん）の中（なか）で日常（にちじょう）を忘（わす）れた。","I forgot my everyday life while in nature.","","10","1","19","できる日本語 中級 本冊"
"海の幸","うみのさち","the bounty of the sea","the bounty of the sea (seafood)","この地域（ちいき）は海（うみ）の幸（さち）が豊富（ほうふ）だ。","This area is rich in seafood.","","10","1","19","できる日本語 中級 本冊"
"山の幸","やまのさち","the bounty of the land","the bounty of the mountains (produce)","秋（あき）は山（やま）の幸（さち）が楽（たの）しめる。","You can enjoy the mountains' bounty in autumn.","","10","1","19","できる日本語 中級 本冊"
"民宿","みんしゅく","guest house","guest house, family-run inn","民宿（みんしゅく）に泊（と）まって郷土料理（きょうどりょうり）を食（た）べた。","I stayed at a guest house and ate local cuisine.","","10","1","19","できる日本語 中級 本冊"
"味わう","あじわう","to savor","to savor, taste","地元（じもと）の料理（りょうり）を味（あじ）わった。","I savored the local cuisine.","","10","1","19","できる日本語 中級 本冊"
"頂上","ちょうじょう","summit","summit","山（やま）の頂上（ちょうじょう）に着（つ）いた。","I reached the summit of the mountain.","","10","1","19","できる日本語 中級 本冊"
"朝日","あさひ","the sunrise","the rising sun, morning sun","山頂（さんちょう）から朝日（あさひ）を見（み）た。","I watched the sunrise from the summit.","","10","1","19","できる日本語 中級 本冊"
"積もる","つもる","to accumulate, to pile up","to pile up, accumulate","雪（ゆき）が10センチ積（つ）もった。","10 centimeters of snow piled up.","","10","1","19","できる日本語 中級 本冊"
"おやつ","","snack","snack","子供（こども）におやつをあげた。","I gave the child a snack.","","10","1","19","できる日本語 中級 本冊"
"おつまみ","","snack (to eat with a beer or other drink)","snack (to go with drinks)","ビールにはおつまみが欲（ほ）しい。","I want a snack to go with the beer.","","10","1","19","できる日本語 中級 本冊"
"通る","とおる","to be supplied with (electricity)","to pass through; to run/be supplied (electricity)","電気が通る","to be supplied with electricity","","10","1","19","できる日本語 中級 本冊"
"日帰り・する","ひがえり・する","to take a day trip","to make a day trip","温泉（おんせん）に日帰（ひがえ）りで行（い）った。","I went to the hot spring as a day trip.","","10","1","19","できる日本語 中級 本冊"
"滝","たき","waterfall","waterfall","山（やま）の中（なか）に大（おお）きな滝（たき）があった。","There was a big waterfall in the mountains.","","10","1","19","できる日本語 中級 本冊"
"食材","しょくざい","ingredients","ingredients","新鮮（しんせん）な食材（しょくざい）を使（つか）った。","I used fresh ingredients.","","10","1","19","できる日本語 中級 本冊"
"門","もん","gate","gate","神社（じんじゃ）の大（おお）きな門（もん）をくぐった。","I passed through the shrine's large gate.","","10","1","19","できる日本語 中級 本冊"
"国宝","こくほう","national treasure","national treasure","この仏像（ぶつぞう）は国宝（こくほう）に指定（してい）されている。","This Buddha statue is designated a national treasure.","","10","1","19","できる日本語 中級 本冊"
"指定・する","してい・する","to designate","to designate","この建物（たてもの）は文化財（ぶんかざい）に指定（してい）されている。","This building is designated a cultural asset.","","10","1","19","できる日本語 中級 本冊"
"全体","ぜんたい","overall","the whole, overall","建物（たてもの）全体（ぜんたい）を見渡（みわた）した。","I looked over the whole building.","","10","1","19","できる日本語 中級 本冊"
"彫刻・する","ちょうこく・する","to carve","to sculpt, carve","職人（しょくにん）が木（き）を彫刻（ちょうこく）した。","The craftsman carved the wood.","","10","1","19","できる日本語 中級 本冊"
"彫る","ほる","to carve","to carve, engrave","石（いし）に文字（もじ）を彫（ほ）った。","I carved letters into the stone.","","10","1","19","できる日本語 中級 本冊"
"豪華さ","ごうかさ","splendor","splendor, magnificence","建物（たてもの）の豪華（ごうか）さに驚（おどろ）いた。","I was surprised by the building's splendor.","","10","1","19","できる日本語 中級 本冊"
"名所","めいしょ","famous spot","famous spot, place of note","この町（まち）の名所（めいしょ）を回（まわ）った。","I toured the famous spots of this town.","","10","1","19","できる日本語 中級 本冊"
"まるで","","as though, just as if","as if, just like","まるで絵画（かいが）のような景色（けしき）だ。","It's scenery just like a painting.","","10","1","19","できる日本語 中級 本冊"
"絵の具","えのぐ","paints","paints (esp. for drawing/painting)","絵（え）の具（ぐ）で絵（え）を描（か）いた。","I painted a picture with paints.","","10","2","19","できる日本語 中級 本冊"
"カラフル（な）","","colorful","colorful","紅葉（こうよう）がカラフルだった。","The autumn leaves were colorful.","","10","2","19","できる日本語 中級 本冊"
"トンネル","","tunnel","tunnel","電車（でんしゃ）が長（なが）いトンネルを抜（ぬ）けた。","The train passed through a long tunnel.","","10","2","19","できる日本語 中級 本冊"
"一気に","いっきに","all at once","all at once, in one go","水（みず）を一気（いっき）に飲（の）んだ。","I drank the water all at once.","","10","2","19","できる日本語 中級 本冊"
"流れ落ちる","ながれおちる","to flow down","to flow/pour down","滝（たき）の水（みず）が流（なが）れ落（お）ちている。","The waterfall's water is flowing down.","","10","2","19","できる日本語 中級 本冊"
"迫力満点","はくりょくまんてん","full impact","full of impact, thrilling","この滝（たき）は迫力満点（はくりょくまんてん）だ。","This waterfall is thrilling to see.","","10","2","19","できる日本語 中級 本冊"
"ごうごう","","roaring","roaring (sound)","滝（たき）の音（おと）がごうごうと響（ひび）いた。","The waterfall's sound roared.","","10","2","19","できる日本語 中級 本冊"
"鯱","しゃちほこ","shachihoko (mythical carp ornament)","shachihoko (mythical tiger-headed carp ornament on castle roofs)","天守閣（てんしゅかく）の上（うえ）に金（きん）の鯱（しゃちほこ）がある。","There's a golden shachihoko atop the castle tower.","","10","2","19","できる日本語 中級 本冊"
"～世紀","せいき","century","the ~ century (suffix)","17世紀","17th century","","10","2","19","できる日本語 中級 本冊"
"代表・する","だいひょう・する","to represent","to represent","この城（しろ）は日本（にほん）を代表（だいひょう）する建築物（けんちくぶつ）だ。","This castle is a building representative of Japan.","","10","2","19","できる日本語 中級 本冊"
"誇り","ほこり","pride","pride","地元（じもと）の人（ひと）はこの城（しろ）を誇（ほこ）りに思（おも）っている。","The locals are proud of this castle.","","10","2","19","できる日本語 中級 本冊"
"戦争・する","せんそう・する","to go to war","to go to war, wage war","この地域（ちいき）はかつて戦争（せんそう）で大（おお）きな被害（ひがい）を受（う）けた。","This area once suffered great damage in a war.","","10","2","19","できる日本語 中級 本冊"
"天守閣","てんしゅかく","castle tower","castle keep, castle tower","天守閣（てんしゅかく）から街（まち）を見渡（みわた）した。","I looked over the town from the castle tower.","","10","2","19","できる日本語 中級 本冊"
"再び","ふたたび","again","again, once more","再（ふたた）びこの町（まち）を訪（おとず）れたい。","I want to visit this town again.","","10","2","19","できる日本語 中級 本冊"
"金","きん","gold","gold","仏像（ぶつぞう）は金（きん）でできている。","The Buddha statue is made of gold.","","10","2","19","できる日本語 中級 本冊"
"上り","のぼり","northbound","northbound/inbound (train, toward the city)","上（のぼ）りの電車（でんしゃ）に乗（の）った。","I rode the inbound train.","","10","2","19","できる日本語 中級 本冊"
"列車","れっしゃ","train","train","次（つぎ）の列車（れっしゃ）は10分後（ふんご）に来（く）る。","The next train arrives in 10 minutes.","","10","2","19","できる日本語 中級 本冊"
"発車・する","はっしゃ・する","to depart (vehicle)","to depart (of a train/bus)","電車（でんしゃ）が定刻（ていこく）通（どお）りに発車（はっしゃ）した。","The train departed on schedule.","","10","2","19","できる日本語 中級 本冊"
"カーディガン","","cardigan","cardigan","肌寒（はださむ）いのでカーディガンを羽織（はお）った。","It was chilly so I put on a cardigan.","","10","3","20","できる日本語 中級 本冊"
"奥","おく","inside","the back, inside (of a place)","店（みせ）の奥（おく）に座（すわ）った。","I sat at the back of the shop.","","10","3","20","できる日本語 中級 本冊"
"もしかしたら","","maybe","perhaps, maybe","もしかしたら明日（あした）は雨（あめ）かもしれない。","Perhaps it might rain tomorrow.","","10","3","20","できる日本語 中級 本冊"
"ございます","","(we) have (it)","to have, to be (very polite)","こちらの商品（しょうひん）はございますか。","Do you have this item?","","10","3","20","できる日本語 中級 本冊"
"着払い","ちゃくばらい","COD (cash on delivery)","cash on delivery","着払（ちゃくばら）いで荷物（にもつ）を送（おく）った。","I sent the package cash on delivery.","","10","3","20","できる日本語 中級 本冊"
"宅配便","たくはいびん","courier service","courier/delivery service","宅配便（たくはいびん）で荷物（にもつ）を受（う）け取（と）った。","I received the package via courier.","","10","3","20","できる日本語 中級 本冊"
"グレー","","grey","grey","グレーのコートを買（か）った。","I bought a grey coat.","","10","3","20","できる日本語 中級 本冊"
"胸","むね","chest","chest","胸（むね）に手（て）を当（あ）てて考（かんが）えた。","I put my hand on my chest and thought.","","10","3","20","できる日本語 中級 本冊"
"マーク","","emblem","mark, emblem, logo","このバッグには小（ちい）さなマークが付（つ）いている。","This bag has a small logo on it.","","10","3","20","できる日本語 中級 本冊"
"まだまだ","","still…yet","still (a long way to go)","まだまだ日本語（にほんご）は上手（じょうず）ではない。","My Japanese still isn't good yet.","","10","3","20","できる日本語 中級 本冊"
"請求・する","せいきゅう・する","to invoice","to bill, invoice, charge","会社（かいしゃ）は追加料金（ついかりょうきん）を請求（せいきゅう）した。","The company charged an additional fee.","","10","3","20","できる日本語 中級 本冊"
"洗面台","せんめんだい","(bathroom) sink","(bathroom) sink","洗面台（せんめんだい）で顔（かお）を洗（あら）った。","I washed my face at the sink.","","10","3","20","できる日本語 中級 本冊"
"車内","しゃない","inside a train, etc.","inside a train/vehicle","車内（しゃない）は混（こ）んでいた。","The inside of the train was crowded.","","10","4","20","できる日本語 中級 本冊"
"座席","ざせき","seat","seat","指定（してい）された座席（ざせき）に座（すわ）った。","I sat in the assigned seat.","","10","4","20","できる日本語 中級 本冊"
"鉄道","てつどう","railway","railway","この地域（ちいき）の鉄道（てつどう）は便利（べんり）だ。","The railway in this area is convenient.","","10","4","20","できる日本語 中級 本冊"
"グリーン車","グリーンしゃ","1st class carriage","first-class carriage (JR)","グリーン車（しゃ）に乗（の）って快適（かいてき）に過（す）ごした。","I rode the first-class carriage and had a comfortable time.","","10","4","20","できる日本語 中級 本冊"
"販売・する","はんばい・する","to sell","to sell","駅（えき）でお弁当（べんとう）を販売（はんばい）している。","They sell boxed lunches at the station.","","10","4","20","できる日本語 中級 本冊"
"停車・する","ていしゃ・する","to stop (train)","to stop (of a train)","電車（でんしゃ）が急（きゅう）に停車（ていしゃ）した。","The train stopped suddenly.","","10","4","20","できる日本語 中級 本冊"
"時刻","じこく","time","time (of a scheduled event)","電車（でんしゃ）の時刻（じこく）を確認（かくにん）した。","I checked the train's time.","","10","4","20","できる日本語 中級 本冊"
"禁煙・する","きんえん・する","to stop smoking","to prohibit smoking; to quit smoking","この車両（しゃりょう）は禁煙（きんえん）です。","This carriage is non-smoking.","","10","4","20","できる日本語 中級 本冊"
"デッキ","","deck","deck, vestibule (of a train)","デッキで電話（でんわ）をした。","I made a phone call in the deck area.","","10","4","20","できる日本語 中級 本冊"
"通話・する","つうわ・する","to make a call","to make a phone call","車内（しゃない）での通話（つうわ）はご遠慮（えんりょ）ください。","Please refrain from making phone calls in the train.","","10","4","20","できる日本語 中級 本冊"
"なお","","also, as well","also, additionally (formal connector)","なお、詳（くわ）しい情報（じょうほう）はホームページをご覧（らん）ください。","Also, please see the website for more information.","","10","4","20","できる日本語 中級 本冊"
"満席","まんせき","fully booked","fully booked, all seats taken","次（つぎ）の便（びん）は満席（まんせき）だった。","The next flight was fully booked.","","10","4","20","できる日本語 中級 本冊"
"いたす","","to do (humble)","to do (humble)","ご案内（あんない）いたします。","I will guide you (humbly).","","10","4","20","できる日本語 中級 本冊"
"あらかじめ","","in advance","in advance, beforehand","あらかじめご了承（りょうしょう）ください。","Please understand in advance.","","10","4","20","できる日本語 中級 本冊"
"了承・する","りょうしょう・する","to note, to understand","to acknowledge, understand (a request/notice)","変更（へんこう）について了承（りょうしょう）した。","I acknowledged the change.","","10","4","20","できる日本語 中級 本冊"
"心より","こころより","from the bottom of one's heart","from the bottom of one's heart","心（こころ）よりお祝（いわ）い申（もう）し上（あ）げます。","I offer my congratulations from the bottom of my heart.","","10","4","20","できる日本語 中級 本冊"
"車両","しゃりょう","carriage","(train) carriage, car","この車両（しゃりょう）は自由席（じゆうせき）だ。","This carriage is non-reserved seating.","","10","4","20","できる日本語 中級 本冊"
"内回り","うちまわり","inner circle","inner loop (of a circular train line)","内回（うちまわ）りの電車（でんしゃ）に乗（の）った。","I rode the inner loop train.","","10","4","20","できる日本語 中級 本冊"
"見合わせる","みあわせる","to postpone","to postpone, hold off (a decision/service)","強風（きょうふう）のため運転（うんてん）を見合（みあ）わせた。","Operation was suspended due to strong winds.","","10","4","20","できる日本語 中級 本冊"
"尋ねる","たずねる","to ask","to ask","駅員（えきいん）に道（みち）を尋（たず）ねた。","I asked the station staff for directions.","","10","4","20","できる日本語 中級 本冊"
"幸運（な）","こううん","lucky","lucky, fortunate","彼（かれ）に会（あ）えたのは幸運（こううん）だった。","It was fortunate that I got to meet him.","","10","5","20","できる日本語 中級 本冊"
"雲","くも","cloud","cloud","空（そら）に白（しろ）い雲（くも）が浮（う）かんでいる。","White clouds are floating in the sky.","","10","5","20","できる日本語 中級 本冊"
"早速","さっそく","straight away","right away, promptly","早速（さっそく）試（ため）してみた。","I tried it right away.","","10","5","20","できる日本語 中級 本冊"
"路面電車","ろめんでんしゃ","tram","tram, streetcar","この町（まち）には路面電車（ろめんでんしゃ）が走（はし）っている。","A tram runs through this town.","","10","5","20","できる日本語 中級 本冊"
"天井","てんじょう","ceiling","ceiling","天井（てんじょう）が高（たか）い建物（たてもの）だ。","It's a building with a high ceiling.","","10","5","20","できる日本語 中級 本冊"
"満足（な）","まんぞく","satisfying","satisfying, satisfied","この旅行（りょこう）にはとても満足（まんぞく）している。","I'm very satisfied with this trip.","","10","5","20","できる日本語 中級 本冊"
"～ぶりに","","the first time in","for the first time in ~ (suffix)","10年ぶりに","the first time in 10 years","","10","5","20","できる日本語 中級 本冊"
"再会・する","さいかい・する","to reunite, to meet again","to reunite, meet again","昔（むかし）の友達（ともだち）と再会（さいかい）した。","I reunited with an old friend.","","10","5","20","できる日本語 中級 本冊"
"さすが","","as one would expect","as expected, impressively","さすがプロだ、うまい。","As expected of a pro, that's skillful.","","10","5","20","できる日本語 中級 本冊"
"香り","かおり","aroma","aroma, scent","コーヒーのいい香（かお）りがする。","There's a nice aroma of coffee.","","10","5","20","できる日本語 中級 本冊"
"旅行記","りょこうき","travel journal","travel journal, travelogue","この本（ほん）は彼（かれ）の旅行記（りょこうき）だ。","This book is his travel journal.","","10","5","20","できる日本語 中級 本冊"
"公務員","こうむいん","civil servant","civil servant, government employee","彼女（かのじょ）は公務員（こうむいん）として働（はたら）いている。","She works as a civil servant.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"後半","こうはん","late (latter half)","the latter half / second half","試合（しあい）の後半（こうはん）で逆転（ぎゃくてん）した。","They turned it around in the second half.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"妊娠する","にんしんする","to become pregnant","to become pregnant","妻（つま）が妊娠（にんしん）したと聞（き）いて喜（よろこ）んだ。","I was glad to hear my wife was pregnant.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"報告する","ほうこくする","to report","to report","調査（ちょうさ）の結果（けっか）を上司（じょうし）に報告（ほうこく）した。","I reported the survey results to my boss.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"比較的","ひかくてき","comparatively","relatively / comparatively","今日（きょう）は比較的（ひかくてき）暖（あたた）かい。","It's relatively warm today.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"得る","える","to obtain","to obtain / gain (also read うる in compounds like ありうる)","新（あたら）しい情報（じょうほう）を得（え）た。","I obtained new information.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"快い","こころよい","pleasant","pleasant / agreeable / refreshing","快（こころよ）い風（かぜ）が部屋（へや）に入（はい）ってきた。","A pleasant breeze came into the room.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"方々","かたがた","people (honorific)","people (polite plural of 人)","来場（らいじょう）の方々（かたがた）に感謝（かんしゃ）します。","We thank everyone who came.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"優先する","ゆうせんする","to give priority to","to prioritize / give priority to","安全（あんぜん）を最優先（さいゆうせん）する。","We give top priority to safety.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"瞬く間","またたくま","in the blink of an eye","in an instant / in the blink of an eye","瞬（またた）く間（ま）に一年（いちねん）が過（す）ぎた。","A year passed in the blink of an eye.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"産後","さんご","after giving birth","after giving birth, postpartum","産後（さんご）はゆっくり休（やす）んだほうがいい。","You should rest well after giving birth.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"制度","せいど","system","system (institutional — social, legal, organizational; not a machine)","新（あたら）しい育児（いくじ）休業（きゅうぎょう）制度（せいど）が始（はじ）まった。","A new childcare-leave system started.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"ともに","ともに","both","together (with) / along with; both","親子（おやこ）ともに健康（けんこう）です。","Both parent and child are healthy.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"実家","じっか","parent's home","one's family home / parents' house","正月（しょうがつ）に実家（じっか）へ帰（かえ）る。","I go back to my parents' house at New Year.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"片手","かたて","in one hand","one hand","片手（かたて）でドアを開（あ）けた。","I opened the door with one hand.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"愛おしい","いとおしい","adorable","dear / precious / endearing (deeper than 'cute')","生（う）まれたばかりの子（こ）が愛（いと）おしい。","My newborn child is so dear to me.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"率先する","そっせんする","to do something willingly","to take the initiative / take the lead","彼（かれ）はいつも率先（そっせん）して働（はたら）く。","He always takes the lead in working.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"抱く","だく","to hold (someone) [here: to cradle]","to hold, cradle (in one's arms)","母親（ははおや）が赤（あか）ちゃんを優（やさ）しく抱（だ）いた。","The mother gently cradled the baby.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"時期","じき","a time, a period","time / season / period (of time)","今（いま）は一年（いちねん）で一番（いちばん）忙（いそが）しい時期（じき）だ。","This is the busiest time of the year.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"はいはいする","はいはいする","to crawl","to crawl (like a baby)","赤（あか）ちゃんがはいはいを始（はじ）めた。","The baby started to crawl.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"日々","ひび","every day","daily / day-to-day; each passing day","日々（ひび）の努力（どりょく）が大切（たいせつ）だ。","Daily effort is important.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"身が入る","みがはいる","to put one's heart and soul into","to become absorbed in / put your heart into","目標（もくひょう）ができて仕事（しごと）に身（み）が入（はい）る。","Now that I have a goal, I'm really into my work.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"反応する","はんのうする","to react","to react, respond","肌（はだ）が寒（さむ）さに反応（はんのう）する。","The skin reacts to the cold.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"母乳","ぼにゅう","breast milk","breast milk","母乳（ぼにゅう）で赤（あか）ちゃんを育（そだ）てている。","She's raising her baby on breast milk.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"育児する","いくじする","to raise a child","to raise a child, childrear","夫婦（ふうふ）で協力（きょうりょく）して育児（いくじ）する。","The couple raises their child together.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"休業する","きゅうぎょうする","to stop work","to close, suspend operations","年末年始（ねんまつねんし）は休業（きゅうぎょう）します。","We are closed over the New Year holidays.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"取得する","しゅとくする","to take, to redeem","to acquire / obtain (a qualification, license, or leave)","運転免許（うんてんめんきょ）を取得（しゅとく）した。","I got my driver's license.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"代員","だいいん","temp, cover","a stand-in / substitute (covering someone's absence)","産休中（さんきゅうちゅう）の代員（だいいん）を雇（やと）う。","We hire a temp to cover the maternity leave.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"配置する","はいちする","to assign","to station, assign (people/things to a place)","社員（しゃいん）を各支店（かくしてん）に配置（はいち）する。","We assign staff to each branch.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"理解する","りかいする","to understand","to understand","彼（かれ）の気持（きも）ちを理解（りかい）した。","I understood his feelings.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"環境","かんきょう","environment","environment / surroundings (incl. one's situation, not only nature)","働（はたら）きやすい環境（かんきょう）を整（ととの）える。","We create a comfortable working environment.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"賛成する","さんせいする","to agree","to agree, be in favor of","その提案（ていあん）に賛成（さんせい）です。","I agree with that proposal.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"記憶する","きおくする","to remember","to remember, memorize","電話番号（でんわばんごう）を記憶（きおく）している。","I have the phone number memorized.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"間もない","まもない","just after","shortly after / not long since; soon","来日（らいにち）して間（ま）もないので、まだ慣（な）れない。","I just arrived in Japan, so I'm not used to it yet.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"想像する","そうぞうする","to imagine","to imagine","将来（しょうらい）の生活（せいかつ）を想像（そうぞう）する。","I imagine my future life.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"休暇","きゅうか","leave, time off","time off, leave (from work)","夏（なつ）に長（なが）い休暇（きゅうか）を取（と）る。","I take a long vacation in summer.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"満了する","まんりょうする","to expire","to expire / reach the end of a fixed term","契約（けいやく）が今月（こんげつ）で満了（まんりょう）する。","The contract expires this month.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"復帰する","ふっきする","to return (to work)","to return (to work or activity after a break)","産休（さんきゅう）から職場（しょくば）に復帰（ふっき）した。","She returned to work from maternity leave.","","11","知って楽しむ","21","できる日本語 中級 本冊"
"ビデオカメラ","ビデオカメラ","video camera","video camera","子供（こども）の運動会（うんどうかい）をビデオカメラで撮（と）った。","I filmed my child's sports day with a video camera.","","11","知って楽しむ","21","できる日本語 中級 本冊"
